Year,City,Sport,Athlete,Country,Gender,Event,Medal,,
1998,Nagano,Bobsleigh,"LE CHANONY, Eric",FRA,Men,Four-Man,Bronze,,
1998,Nagano,Bobsleigh,"MINGEON, Bruno",FRA,Men,Four-Man,Bronze,,
1998,Nagano,Bobsleigh,"ROBERT, Max",FRA,Men,Four-Man,Bronze,,
1998,Nagano,Skating,"ANISSINA, Marina",FRA,Women,Ice Dancing,Bronze,,
1998,Nagano,Skating,"PEIZERAT, Gwendal",FRA,Men,Ice Dancing,Bronze,,
1998,Nagano,Skating,"CANDELORO, Philippe",FRA,Men,Individual,Bronze,,
1998,Nagano,Skiing,"MASNADA, Florence",FRA,Women,Downhill,Bronze,,
1998,Nagano,Skiing,"BAL, Nicolas",FRA,Men,Team,Bronze,,
1998,Nagano,Skiing,"GUILLAUME, Sylvain",FRA,Men,Team,Bronze,,
1998,Nagano,Skiing,"GUY, Fabrice",FRA,Men,Team,Bronze,,
1998,Nagano,Skiing,"ROUX, Ludovic",FRA,Men,Team,Bronze,,
1998,Nagano,Bobsleigh,"ATTWOOD, Paul",GBR,Men,Four-Man,Bronze,,
1998,Nagano,Bobsleigh,"OLSSON, Sean",GBR,Men,Four-Man,Bronze,,
1998,Nagano,Bobsleigh,"RUMBOLT, Courtney",GBR,Men,Four-Man,Bronze,,
1998,Nagano,Bobsleigh,"WARD, Dean",GBR,Men,Four-Man,Bronze,,
1998,Nagano,Biathlon,"DISL, Uschi",GER,Women,15KM,Bronze,,
1998,Nagano,Biathlon,"APEL, Katrin",GER,Women,7.5KM,Bronze,,
1998,Nagano,Bobsleigh,"LANGEN, Christoph",GER,Men,Two-Man,Bronze,,
1998,Nagano,Bobsleigh,"ZIMMERMANN, Markus",GER,Men,Two-Man,Bronze,,
1998,Nagano,Luge,"MUELLER, Jens",GER,Men,Singles,Bronze,,
1998,Nagano,Skating,"STEUER, Ingo",GER,Men,Pairs,Bronze,,
1998,Nagano,Skating,"WOTZEL, Mandy",GER,Women,Pairs,Bronze,,
1998,Nagano,Skating,"FRIESINGER-POSTMA, Anna",GER,Women,3000M,Bronze,,
1998,Nagano,Skiing,"GERG, Hilde",GER,Women,Alpine Combined,Bronze,,
1998,Nagano,Skiing,"SEIZINGER, Katja",GER,Women,Giant Slalom,Bronze,,
1998,Nagano,Skiing,"FAUNER, Silvio",ITA,Men,30KM Mass Start,Bronze,,
1998,Nagano,Skiing,"BELMONDO, Stefania",ITA,Women,4X5KM Relay,Bronze,,
1998,Nagano,Skiing,"DI CENTA, Manuela",ITA,Women,4X5KM Relay,Bronze,,
1998,Nagano,Skiing,"MORODER, Karin",ITA,Women,4X5KM Relay,Bronze,,
1998,Nagano,Skiing,"PARUZZI, Gabriella",ITA,Women,4X5KM Relay,Bronze,,
1998,Nagano,Skating,"UEMATSU, Hitoshi",JPN,Men,500M,Bronze,,
1998,Nagano,Skating,"SHIMIZU, Hiroyasu",JPN,Men,1000M,Bronze,,
1998,Nagano,Skating,"OKAZAKI, Tomomi",JPN,Women,500M,Bronze,,
1998,Nagano,Skiing,"HARADA, Masahiko",JPN,Men,K120 Individual (90M),Bronze,,
1998,Nagano,Skating,"PROKASHEVA, Lyudmila",KAZ,Women,5000M,Bronze,,
1998,Nagano,Skiing,"SMIRNOV, Vladimir",KAZ,Men,Combined 10KM + 15KM Pursuit,Bronze,,
1998,Nagano,Skating,"WON, Hye-Kyung",KOR,Women,1000M,Bronze,,
1998,Nagano,Skating,"CHUN, Lee-Kyung",KOR,Women,500M,Bronze,,
1998,Nagano,Skating,"RITSMA, Rintje",NED,Men,10000M,Bronze,,
1998,Nagano,Skating,"RITSMA, Rintje",NED,Men,1500M,Bronze,,
1998,Nagano,Biathlon,"ANDREASSEN, Gunn Margit",NOR,Women,4X7.5KM Relay,Bronze,,
1998,Nagano,Biathlon,"POIREE, Liv Grete",NOR,Women,4X7.5KM Relay,Bronze,,
1998,Nagano,Biathlon,"SIKVELAND, Annette",NOR,Women,4X7.5KM Relay,Bronze,,
1998,Nagano,Biathlon,"SKJELBREID, Ann Elen",NOR,Women,4X7.5KM Relay,Bronze,,
1998,Nagano,Curling,"GRIMSMO, Anthon",NOR,Men,Curling,Bronze,,
1998,Nagano,Curling,"GUNNESTAD, Stig-Arne",NOR,Men,Curling,Bronze,,
1998,Nagano,Curling,"RAMSFJELL, Eigil",NOR,Men,Curling,Bronze,,
1998,Nagano,Curling,"THORESEN, Jan",NOR,Men,Curling,Bronze,,
1998,Nagano,Curling,"TORVBRAATEN, Tore",NOR,Men,Curling,Bronze,,
1998,Nagano,Skiing,"MOEN, Anita",NOR,Women,15KM Mass Start,Bronze,,
1998,Nagano,Skiing,"SKARI, Bente",NOR,Women,5KM,Bronze,,
1998,Nagano,Skiing,"TRAA, Kari",NOR,Women,Moguls,Bronze,,
1998,Nagano,Biathlon,"DRATSCHEV, Vladimir",RUS,Men,4X7.5KM Relay,Bronze,,
1998,Nagano,Biathlon,"MAIGOUROV, Victor",RUS,Men,4X7.5KM Relay,Bronze,,
1998,Nagano,Biathlon,"MOUSLIMOV, Pavel",RUS,Men,4X7.5KM Relay,Bronze,,
1998,Nagano,Biathlon,"TARASOV, Sergei",RUS,Men,4X7.5KM Relay,Bronze,,
1998,Nagano,Skiing,"LAZUTINA, Larissa",RUS,Women,30KM,Bronze,,
1998,Nagano,Skiing,"STOLJAROV, Valerij",RUS,Men,Individual,Bronze,,
1998,Nagano,Skiing,"VON GRUENIGEN, Michael",SUI,Men,Giant Slalom,Bronze,,
1998,Nagano,Skiing,"BRAND, Colette",SUI,Women,Aerials,Bronze,,
1998,Nagano,Skiing,"KESTENHOLZ, Ueli",SUI,Men,Giant-Slalom,Bronze,,
1998,Nagano,Curling,"GUSTAFSON, Elisabet",SWE,Women,Curling,Bronze,,
1998,Nagano,Curling,"LINDAHL, Margaretha",SWE,Women,Curling,Bronze,,
1998,Nagano,Curling,"MARMONT, Louise",SWE,Women,Curling,Bronze,,
1998,Nagano,Curling,"NYBERG, Katarina",SWE,Women,Curling,Bronze,,
1998,Nagano,Curling,"PERSSON, Elisabeth",SWE,Women,Curling,Bronze,,
1998,Nagano,Luge,"GRIMMETTE, Mark",USA,Men,Doubles,Bronze,,
1998,Nagano,Luge,"MARTIN, Brian",USA,Men,Doubles,Bronze,,
1998,Nagano,Skating,"WITTY, Christine",USA,Women,1500M,Bronze,,
1998,Nagano,Skiing,"POWERS, Ross",USA,Men,Half-Pipe,Bronze,,
1998,Nagano,Skiing,"DUNN-DOWNING, Shannon",USA,Women,Half-Pipe,Bronze,,
2002,Salt Lake City,Biathlon,"PERNER, Wolfgang",AUT,Men,10KM,Bronze,,
2002,Salt Lake City,Luge,"PROCK, Markus",AUT,Men,Singles,Bronze,,
2002,Salt Lake City,Skiing,"RAICH, Benjamin",AUT,Men,Alpine Combined,Bronze,,
2002,Salt Lake City,Skiing,"EBERHARTER, Stephan",AUT,Men,Downhill,Bronze,,
2002,Salt Lake City,Skiing,"GOETSCHL, Renate",AUT,Women,Downhill,Bronze,,
2002,Salt Lake City,Skiing,"RAICH, Benjamin",AUT,Men,Slalom,Bronze,,
2002,Salt Lake City,Skiing,"SCHIFFERER, Andreas",AUT,Men,Super-G,Bronze,,
2002,Salt Lake City,Skiing,"GOTTWALD, Felix",AUT,Men,Individual,Bronze,,
2002,Salt Lake City,Skiing,"GOTTWALD, Felix",AUT,Men,Sprint,Bronze,,
2002,Salt Lake City,Skiing,"BIELER, Christoph",AUT,Men,Team,Bronze,,
2002,Salt Lake City,Skiing,"GOTTWALD, Felix",AUT,Men,Team,Bronze,,
2002,Salt Lake City,Skiing,"GRUBER, Michael",AUT,Men,Team,Bronze,,
2002,Salt Lake City,Skiing,"STECHER, Mario",AUT,Men,Team,Bronze,,
2002,Salt Lake City,Skiing,"GRISHIN, Alexei",BLR,Men,Aerials,Bronze,,
2002,Salt Lake City,Biathlon,"NIKOULTCHINA, Irina",BUL,Women,10KM Pursuit,Bronze,,
2002,Salt Lake City,Skating,"RADANOVA, Evgenia",BUL,Women,1500M,Bronze,,
2002,Salt Lake City,Curling,"LAW, Kelley",CAN,Women,Curling,Bronze,,
2002,Salt Lake City,Curling,"NELSON, Diane",CAN,Women,Curling,Bronze,,
2002,Salt Lake City,Curling,"NOBLE, Cheryl",CAN,Women,Curling,Bronze,,
2002,Salt Lake City,Curling,"SKINNER, Julie",CAN,Women,Curling,Bronze,,
2002,Salt Lake City,Curling,"WHEATCROFT, Georgina",CAN,Women,Curling,Bronze,,
2002,Salt Lake City,Skating,"TURCOTTE, Mathieu",CAN,Men,1000M,Bronze,,
2002,Salt Lake City,Skating,"GAGNON, Marc",CAN,Men,1500M,Bronze,,
2002,Salt Lake City,Skating,"CHAREST, Isabelle",CAN,Women,3000M Relay,Bronze,,
2002,Salt Lake City,Skating,"DROLET, Marie-Eve",CAN,Women,3000M Relay,Bronze,,
2002,Salt Lake City,Skating,"GOULET-NADON, Amelie",CAN,Women,3000M Relay,Bronze,,
2002,Salt Lake City,Skating,"KRAUS, Alanna",CAN,Women,3000M Relay,Bronze,,
2002,Salt Lake City,Skating,"VICENT, Tania",CAN,Women,3000M Relay,Bronze,,
2002,Salt Lake City,Skating,"KLASSEN, Cindy",CAN,Women,3000M,Bronze,,
2002,Salt Lake City,Skating,"HUGHES, Clara",CAN,Women,5000M,Bronze,,
2002,Salt Lake City,Skiing,"DIONNE, Deidra",CAN,Women,Aerials,Bronze,,
2002,Salt Lake City,Skating,"SHEN, Xue",CHN,Women,Pairs,Bronze,,
2002,Salt Lake City,Skating,"ZHAO, Hongbo",CHN,Men,Pairs,Bronze,,
2002,Salt Lake City,Skating,"YANG (S), Yang",CHN,Women,1000M,Bronze,,
2002,Salt Lake City,Skating,"AN, Yulong",CHN,Men,5000M Relay,Bronze,,
2002,Salt Lake City,Skating,"FENG, Kai",CHN,Men,5000M Relay,Bronze,,
2002,Salt Lake City,Skating,"GUO, Wei",CHN,Men,5000M Relay,Bronze,,
2002,Salt Lake City,Skating,"LI, JiaJun",CHN,Men,5000M Relay,Bronze,,
2002,Salt Lake City,Skating,"LI, Ye",CHN,Men,5000M Relay,Bronze,,
2002,Salt Lake City,Skating,"WANG, Chunlu",CHN,Women,500M,Bronze,,
2002,Salt Lake City,Skiing,"MAE, Jaak",EST,Men,15KM,Bronze,,
2002,Salt Lake City,Skiing,"HAUTAMAEKI, Matti",FIN,Men,K120 Individual (90M),Bronze,,
2002,Salt Lake City,Biathlon,"DEFRASNE, Vincent",FRA,Men,4X7.5KM Relay,Bronze,,
2002,Salt Lake City,Biathlon,"MARGUET, Gilles",FRA,Men,4X7.5KM Relay,Bronze,,
2002,Salt Lake City,Biathlon,"POIREE, Raphael",FRA,Men,4X7.5KM Relay,Bronze,,
2002,Salt Lake City,Biathlon,"ROBERT, Julien",FRA,Men,4X7.5KM Relay,Bronze,,
2002,Salt Lake City,Skiing,"GAY, Richard",FRA,Men,Moguls,Bronze,,
2002,Salt Lake City,Bobsleigh,"COOMBER, Alex",GBR,Women,Individual,Bronze,,
2002,Salt Lake City,Biathlon,"GROSS, Ricco",GER,Men,12.5Km Pursuit,Bronze,,
2002,Salt Lake City,Bobsleigh,"ERDMANN, Susi-Lisa",GER,Women,Two-Man,Bronze,,
2002,Salt Lake City,Bobsleigh,"HERSCHMANN, Nicole",GER,Women,Two-Man,Bronze,,
2002,Salt Lake City,Luge,"KRAUSHAAR, Silke",GER,Women,Singles,Bronze,,
2002,Salt Lake City,Skating,"BODEN, Jens",GER,Men,5000M,Bronze,,
2002,Salt Lake City,Skating,"VOELKER, Sabine",GER,Women,500M,Bronze,,
2002,Salt Lake City,Skiing,"ERTL, Martina",GER,Women,Alpine Combined,Bronze,,
2002,Salt Lake City,Skiing,"ANGERER, Tobias",GER,Men,4X10KM Relay,Bronze,,
2002,Salt Lake City,Skiing,"FILBRICH, Jens",GER,Men,4X10KM Relay,Bronze,,
2002,Salt Lake City,Skiing,"SCHLUETTER, Andreas",GER,Men,4X10KM Relay,Bronze,,
2002,Salt Lake City,Skiing,"SOMMERFELDT, Rene",GER,Men,4X10KM Relay,Bronze,,
2002,Salt Lake City,Skiing,"BAUER, Viola",GER,Women,5Km Pursuit,Bronze,,
2002,Salt Lake City,Skating,"FUSAR POLI, Barbara",ITA,Women,Ice Dancing,Bronze,,
2002,Salt Lake City,Skating,"MARGAGLIO, Maurizio",ITA,Men,Ice Dancing,Bronze,,
2002,Salt Lake City,Skiing,"PUTZER, Karen",ITA,Women,Super-G,Bronze,,
2002,Salt Lake City,Skiing,"BELMONDO, Stefania",ITA,Women,10KM,Bronze,,
2002,Salt Lake City,Skiing,"ZORZI, Cristian",ITA,Men,Sprint 1.5KM,Bronze,,
2002,Salt Lake City,Skiing,"TRETTEL, Lidia",ITA,Women,Giant Parallel Slalom,Bronze,,
2002,Salt Lake City,Skiing,"SATOYA, Tae",JPN,Women,Moguls,Bronze,,
2002,Salt Lake City,Skating,"SAETRE, Lasse",NOR,Men,10000M,Bronze,,
2002,Salt Lake City,Skating,"SONDRAL, Adne",NOR,Men,1500M,Bronze,,
2002,Salt Lake City,Skiing,"KJUS, Lasse",NOR,Men,Giant Slalom,Bronze,,
2002,Salt Lake City,Skiing,"SKARI, Bente",NOR,Women,30KM,Bronze,,
2002,Salt Lake City,Skiing,"SKJELDAL, Kristen",NOR,Men,30KM Mass Start,Bronze,,
2002,Salt Lake City,Skiing,"HJELMESET, Odd-Bjoern",NOR,Men,50KM,Bronze,,
2002,Salt Lake City,Skiing,"MOEN, Anita",NOR,Women,Sprint 1.5KM,Bronze,,
2002,Salt Lake City,Skiing,"MALYSZ, Adam",POL,Men,K90 Individual (70M),Bronze,,
2002,Salt Lake City,Biathlon,"MAIGOUROV, Victor",RUS,Men,20KM,Bronze,,
2002,Salt Lake City,Biathlon,"AKHATOVA, Albina",RUS,Women,4X7.5KM Relay,Bronze,,
2002,Salt Lake City,Biathlon,"ISHMOURATOVA, Svetlana",RUS,Women,4X7.5KM Relay,Bronze,,
2002,Salt Lake City,Biathlon,"KOUKLEVA, Galina",RUS,Women,4X7.5KM Relay,Bronze,,
2002,Salt Lake City,Biathlon,"PYLEVA, Olga",RUS,Women,4X7.5KM Relay,Bronze,,
2002,Salt Lake City,Ice Hockey,"AFINOGENOV, Maxim",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"BRYZGALOV, Ilja",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"BURE, Pavel",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"BURE, Valeri",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"DATSYUK, Pavel",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"FEDOROV, Sergei",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"GONCHAR, Sergei",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"KASPARAITIS, Darius",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"KHABIBULIN, Nikolai",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"KOVALCHUK, Ilya",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"KOVALEV, Alexei",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"KRAVCHUK, Igor",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"KVASHA, Oleg",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"LARIONOV, Igor",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"MALAKHOV, Vladimir",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"MARKOV, Daniil",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"MIRONOV, Boris",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"NIKOLISHIN, Andrei",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"PODOMATSKY, Yegor",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"SAMSONOV, Sergei",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"TVERDOVSKIY, Oleg",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"YASHIN, Alexei",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"ZHAMNOV, Alexey",RUS,Men,Ice Hockey,Bronze,,
2002,Salt Lake City,Skiing,"TCHEPALOVA, Julija",RUS,Women,15KM Mass Start,Bronze,,
2002,Salt Lake City,Skiing,"FRAS, Damjan",SLO,Men,K120 Team (90M),Bronze,,
2002,Salt Lake City,Skiing,"KRANJEC, Robert",SLO,Men,K120 Team (90M),Bronze,,
2002,Salt Lake City,Skiing,"PETERKA, Primoz",SLO,Men,K120 Team (90M),Bronze,,
2002,Salt Lake City,Skiing,"ZONTA, Peter",SLO,Men,K120 Team (90M),Bronze,,
2002,Salt Lake City,Bobsleigh,"ANNEN, Martin",SUI,Men,Two-Man,Bronze,,
2002,Salt Lake City,Bobsleigh,"HEFTI, Beat",SUI,Men,Two-Man,Bronze,,
2002,Salt Lake City,Bobsleigh,"STAEHLI, Gregor",SUI,Men,Individual,Bronze,,
2002,Salt Lake City,Curling,"EGGLER, Markus",SUI,Men,Curling,Bronze,,
2002,Salt Lake City,Curling,"GRICHTING, Damian",SUI,Men,Curling,Bronze,,
2002,Salt Lake City,Curling,"RAMSTEIN, Marco",SUI,Men,Curling,Bronze,,
2002,Salt Lake City,Curling,"SCHWALLER, Andreas",SUI,Men,Curling,Bronze,,
2002,Salt Lake City,Curling,"SCHWALLER, Christof",SUI,Men,Curling,Bronze,,
2002,Salt Lake City,Skiing,"NEF, Sonja",SUI,Women,Giant Slalom,Bronze,,
2002,Salt Lake City,Skiing,"ALBRECHT LORETAN, Brigitte",SUI,Women,4X5KM Relay,Bronze,,
2002,Salt Lake City,Skiing,"HUBER, Andrea",SUI,Women,4X5KM Relay,Bronze,,
2002,Salt Lake City,Skiing,"LEONARDI CORTESI, Natascia",SUI,Women,4X5KM Relay,Bronze,,
2002,Salt Lake City,Skiing,"ROCHAT, Laurence",SUI,Women,4X5KM Relay,Bronze,,
2002,Salt Lake City,Skiing,"REUTELER, Fabienne",SUI,Women,Half-Pipe,Bronze,,
2002,Salt Lake City,Biathlon,"FORSBERG, Magdalena",SWE,Women,15KM,Bronze,,
2002,Salt Lake City,Biathlon,"FORSBERG, Magdalena",SWE,Women,7.5KM,Bronze,,
2002,Salt Lake City,Ice Hockey,"AHLEN, Annica",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"ALMBLAD, Lotta",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"ANDERSSON, Anna",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"ANDERSSON, Gunilla",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"BERGGREN, Emelie",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"BERGSTRAND, Kristina",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"EDSTRAND, Ann-Louise",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"ELFSBERG, Joa",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"HOLST, Erika",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"JANSSON, Nanna",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"LARSSON, Maria",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"LINDBERG, Ylva",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"LINDSTROM, Ulrica",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"MARTIN, Kim",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"PETTERSSON, Josefin",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"ROOTH, Maria",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"RUNDQVIST, Danijela",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"SAMUELSSON, Evelina",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"SJOLANDER, Therese",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Ice Hockey,"VIKMAN, Anna",SWE,Women,Ice Hockey,Bronze,,
2002,Salt Lake City,Skiing,"PAERSON, Anja",SWE,Women,Slalom,Bronze,,
2002,Salt Lake City,Skiing,"ELOFSSON, Per",SWE,Men,10KM Pursuit,Bronze,,
2002,Salt Lake City,Bobsleigh,"KOHN, Mike",USA,Men,Four-Man,Bronze,,
2002,Salt Lake City,Bobsleigh,"SHARP, Doug",USA,Men,Four-Man,Bronze,,
2002,Salt Lake City,Bobsleigh,"SHIMER, Brian",USA,Men,Four-Man,Bronze,,
2002,Salt Lake City,Bobsleigh,"STEELE, Dan",USA,Men,Four-Man,Bronze,,
2002,Salt Lake City,Luge,"IVES, Clay",USA,Men,Doubles,Bronze,,
2002,Salt Lake City,Luge,"THORPE, Chris",USA,Men,Doubles,Bronze,,
2002,Salt Lake City,Skating,"GOEBEL, Timothy",USA,Men,Individual,Bronze,,
2002,Salt Lake City,Skating,"KWAN, Michelle",USA,Women,Individual,Bronze,,
2002,Salt Lake City,Skating,"SMITH, Rusty",USA,Men,500M,Bronze,,
2002,Salt Lake City,Skating,"CHEEK, Joey",USA,Men,1000M,Bronze,,
2002,Salt Lake City,Skating,"RODRIGUEZ, Jennifer",USA,Women,1000M,Bronze,,
2002,Salt Lake City,Skating,"RODRIGUEZ, Jennifer",USA,Women,1500M,Bronze,,
2002,Salt Lake City,Skating,"CARPENTER, Kip",USA,Men,500M,Bronze,,
2002,Salt Lake City,Skiing,"KLUG, Chris",USA,Men,Giant Parallel Slalom,Bronze,,
2002,Salt Lake City,Skiing,"THOMAS, Jarret",USA,Men,Half-Pipe,Bronze,,
2006,Turin,Skiing,"CAMPLIN, Alisa",AUS,Women,Aerials,Bronze,,
2006,Turin,Skiing,"SCHOENFELDER, Rainer",AUT,Men,Alpine Combined,Bronze,,
2006,Turin,Skiing,"MAIER, Hermann",AUT,Men,Giant Slalom,Bronze,,
2006,Turin,Skiing,"SCHOENFELDER, Rainer",AUT,Men,Slalom,Bronze,,
2006,Turin,Skiing,"SCHILD, Marlies",AUT,Women,Slalom,Bronze,,
2006,Turin,Skiing,"MEISSNITZER, Alexandra",AUT,Women,Super-G,Bronze,,
2006,Turin,Skiing,"BOTWINOV, Mikhail",AUT,Men,50KM,Bronze,,
2006,Turin,Skiing,"GRABNER, Siegfried",AUT,Men,Giant Parallel Slalom,Bronze,,
2006,Turin,Bobsleigh,"HOLLINGSWORTH-RICHARDS, Mellisa",CAN,Women,Individual,Bronze,,
2006,Turin,Curling,"BAKKER, Glenys",CAN,Women,Curling,Bronze,,
2006,Turin,Curling,"JENKINS, Sandra",CAN,Women,Curling,Bronze,,
2006,Turin,Curling,"KESHEN, Christine",CAN,Women,Curling,Bronze,,
2006,Turin,Curling,"KLEIBRINK, Shannon",CAN,Women,Curling,Bronze,,
2006,Turin,Curling,"NIXON, Amy",CAN,Women,Curling,Bronze,,
2006,Turin,Skating,"BUTTLE, Jeffrey",CAN,Men,Individual,Bronze,,
2006,Turin,Skating,"LEBLANC-BOUCHER, Anouk",CAN,Women,500M,Bronze,,
2006,Turin,Skating,"KLASSEN, Cindy",CAN,Women,3000M,Bronze,,
2006,Turin,Skating,"KLASSEN, Cindy",CAN,Women,5000M,Bronze,,
2006,Turin,Skiing,"MALTAIS, Dominique",CAN,Women,Snowboard Cross,Bronze,,
2006,Turin,Skating,"SHEN, Xue",CHN,Women,Pairs,Bronze,,
2006,Turin,Skating,"ZHAO, Hongbo",CHN,Men,Pairs,Bronze,,
2006,Turin,Skating,"YANG (A), Yang",CHN,Women,1000M,Bronze,,
2006,Turin,Skating,"LI, JiaJun",CHN,Men,1500M,Bronze,,
2006,Turin,Skating,"WANG, Meng",CHN,Women,1500M,Bronze,,
2006,Turin,Skating,"REN, Hui",CHN,Women,500M,Bronze,,
2006,Turin,Ice Hockey,"BULIS, Jan",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"CAJANEK, Petr",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"ELIAS, Patrik",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"ERAT, Martin",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"HASEK, Dominik",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"HEJDUK, Milan",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"HEMSKY, Ales",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"HNILICKA, Milan",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"JAGR, Jaromir",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"KABERLE, Frantisek",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"KABERLE, Tomas",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"KOTALIK, Ales",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"KUBA, Filip",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"KUBINA, Pavel",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"LANG, Robert",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"MALIK, Marek",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"OLESZ, Rostislav",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"PROSPAL, Vaclav",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"RUCINSKY, Martin",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"SALFICKY, Dusan",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"SPACEK, Jaroslav",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"STRAKA, Martin",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"VOKOUN, Tomas",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"VYBORNY, David",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"ZIDLICKY, Marek",CZE,Men,Ice Hockey,Bronze,,
2006,Turin,Skiing,"KUITUNEN, Virpi",FIN,Women,Team Sprint,Bronze,,
2006,Turin,Skiing,"SAARINEN, Aino Kaisa",FIN,Women,Team Sprint,Bronze,,
2006,Turin,Skiing,"KOIVURANTA, Anssi",FIN,Men,Team,Bronze,,
2006,Turin,Skiing,"KUISMA, Antti",FIN,Men,Team,Bronze,,
2006,Turin,Skiing,"MANNINEN, Hannu",FIN,Men,Team,Bronze,,
2006,Turin,Skiing,"TALLUS, Jaakko",FIN,Men,Team,Bronze,,
2006,Turin,Skiing,"KOSKI, Markku",FIN,Men,Half-Pipe,Bronze,,
